lat,lon
-142,-36
-111,0
16,32
-35,87
-140,8
-5,-38
-154,-56
-75,-49
102,32
115,8
165,-32
-17,-65
-45,-67
161,-61
-33,-46
-19,80
101,7
67,63
17,45
6,-11
-74,-18
-87,30
109,10
-57,-48
112,-50
95,-75
-103,51
38,58
92,-2
91,25
96,-64
-133,-19
-22,-63
-121,-51
-6,13
65,72
136,60
-169,39
161,82
-172,-89
-173,57
-134,-36
-21,-86
-55,32
-66,-36
-121,77
31,79
85,-58
32,60
-138,-70
1,81
-167,87
-7,-50
-172,79
-104,-31
-170,81
-71,2
-45,85
-152,31
11,49
139,-51
-169,-42
-79,-13
-46,47
160,-64
-164,-48
-129,55
161,-35
-103,42
105,39
-91,57
-80,-41
-93,40
-22,55
178,-82
-79,-55
-42,39
-114,-36
57,-66
-107,57
-152,-57
169,-86
42,88
-52,-64
70,35
-70,5
177,32
76,-58
121,-41
-123,24
123,-76
109,30
117,35
155,74
-38,-54
81,-68
-158,-52
-60,35
-73,15
-20,59
43,42
87,-14
-160,-58
-67,-54
-74,-51
41,71
-111,-66
19,-29
30,-89
103,-85
25,-81
160,3
89,56
109,57
-89,18
-97,76
-134,-48
-104,-32
-125,86
-109,22
-177,26
-23,-31
122,63
160,-35
-18,-20
115,-17
-83,57
-44,5
-123,71
-29,50
-180,-4
-104,-30
-122,24
108,-73
-170,-2
-50,-55
-74,4
-3,73
38,-34
-11,78
8,-44
150,57
72,36
168,-86
-90,62
39,-57
-107,-6
17,3
25,21
150,4
-145,-29
117,6
88,-13
180,26
118,-67
-96,-70
173,47
-30,-77
26,-89
-30,-66
-140,29
-162,9
146,-85
-125,60
61,59
-86,-28
165,85
-95,-82
-10,-43
-43,-27
121,77
177,80
140,-19
-61,14
-172,28
-112,67
-34,54
-83,81
117,13
123,-61
97,41
153,-9
18,-12
-98,57
-103,-15
87,-44
-175,-29
-90,28
150,-55
129,84
24,-57
-132,52
-13,-60
-75,2
86,-39
55,-57
-147,70
-46,-85
-97,-82
65,-50
117,-44
8,27
160,-2
-152,26
15,70
138,-13
79,9
28,45
19,-85
11,6
-23,73
123,69
-53,85
-75,90
-60,50
155,-63
-160,88
-61,17
-87,-68
138,-34
143,15
-121,-64
-69,-77
-36,-6
95,59
-22,-65
-32,26
-99,-78
-118,-86
-169,5
56,68
170,70
122,53
-86,-7
-171,-74
-77,2
73,71
9,-67
-11,-56
39,64
78,31
90,-56
68,-32
52,67
-38,57
86,-32
-76,-85
180,-5
-25,11
-78,62
128,-10
-42,19
-19,-64
-118,71
180,6
-139,-87
-74,-90
-40,-16
-146,89
178,-13
46,-40
116,26
-150,36
-65,-89
39,-90
-84,87
73,1
83,7
-154,55
-160,66
99,9
46,87
-116,15
-168,-65
-93,-82
69,-37
-52,46
-79,29
1,-67
-133,-77
-116,85
-71,79
52,-29
-137,51
-29,-13
23,10
-97,25
-102,-87
-150,82
-136,-65
-175,72
63,-54
-115,70
116,36
-90,-17
83,-89
44,60
33,0
-121,-23
35,-37
-29,57
-149,29
143,-71
-159,26
-88,-19
-29,-51
-132,0
30,62
-117,-88
-142,-66
94,-25
-162,-29
-107,-9
147,5
62,51
-131,-90
113,-89
119,17
-77,0
129,33
36,-82
116,-29
127,28
-16,26
83,-2
-121,75
77,59
90,-84
53,21
-91,57
-41,71
87,23
102,-6
39,-65
65,86
-89,-44
93,-52
-96,-35
107,-71
111,37
150,-56
-63,7
121,-60
77,-62
74,80
52,61
-158,-43
133,32
53,83
121,74
71,-13
-99,75
-46,24
-155,67
-79,1
-167,89
-33,-45
-158,47
-91,10
-47,-34
14,0
-70,66
163,82
144,-73
43,-18
76,3
92,-35
71,4
7,-48
112,89
-75,-58
-155,63
39,38
42,-89
145,-32
98,31
-4,59
-55,59
-45,76
-134,-69
91,-61
12,69
146,86
-26,70
113,-1
10,-79
-65,-23
-88,-83
135,-21
-36,-23
107,-33
-3,46
1,-67
-143,35
177,-4
-138,13
-127,-17
160,34
79,-46
-100,68
4,60
52,-10
136,-50
-174,-8
-97,84
-112,-26
79,-64
176,80
-152,20
-103,19
-53,27
-125,42
-28,-45
61,-9
-121,-35
24,-61
-34,-43
-155,2
-115,-59
176,-85
-25,-61
170,63
115,19
-57,-14
150,-68
136,-30
59,71
-59,80
96,-62
160,44
22,-3
101,-3
29,-89
-44,-3
-15,85
171,-55
37,2
12,-87
14,40
-6,86
154,-17
19,80
26,90
63,49
163,48
87,-2
-126,63
21,-48
-109,-41
147,-6
-11,-32
-17,36
166,48
123,-31
-163,-20
2,76
45,57
107,-78
-80,49
30,-88
-63,48
-129,47
79,-81
103,54
72,78
-36,45
137,82
25,39
52,-89
143,-45
-61,84
53,-54
-24,54
-169,-36
-108,-33
-12,-31
41,81
65,52
-25,-72
-22,-82
-131,-8
-129,47
-165,-20
-9,58
113,19
84,60
65,44
-177,70
-154,40
106,59
-140,1
127,-77
87,83
-142,46
161,-73
-2,-20
83,50
119,86
98,-39
-40,90
147,-25
-51,-1
68,83
137,45
-57,0
-42,22
33,-10
170,-15
98,-90
96,-44
-130,22
-132,-48
171,40
-88,65
-156,57
-177,76
-145,-61
-97,-83
-40,22
-112,-81
132,15
24,-24
5,83
173,-39
148,-2
-46,-24
167,7
-26,-76
-70,-16
-129,-76
-66,35
149,-80
157,-11
175,55
33,-72
154,-61
59,14
-20,-5
-79,-65
-171,-40
-106,-50
-68,-22
-101,41
-102,-73
-8,-27
73,-35
-68,45
164,40
-82,-80
-51,-4
19,-9
33,-43
-77,-17
-79,74
88,-69
24,-50
108,63
107,-42
38,-15
-42,-48
96,-63
-3,29
87,82
74,43
-74,-81
138,-65
-79,45
43,-51
89,60
-44,-70
-42,79
-46,-72
147,-21
78,45
-29,-48
76,2
180,-43
-50,17
123,12
13,5
81,72
140,-66
-15,-40
-139,-28
178,-17
-174,-22
-34,6
-134,1
-35,88
10,-51
46,70
-162,-64
-42,82
-36,60
-11,7
81,45
-50,-88
-2,-76
12,-33
-137,33
170,41
-58,-34
-76,-1
169,29
138,-49
-95,-25
-93,7
-157,29
-29,-76
66,64
126,78
-3,36
157,-85
-7,56
15,-85
-4,-60
63,89
-87,56
-110,46
-35,-33
-98,-72
28,27
77,60
-75,-50
-70,7
59,-47
-161,1
123,24
-80,-86
-56,87
-15,60
-17,-83
-69,85
-110,82
-93,-61
41,-75
-16,-84
-94,2
46,-19
-68,15
-103,-89
75,17
-82,-47
-47,-49
131,37
-77,37
29,71
67,-39
-19,13
-26,-19
173,-76
-67,-6
132,72
126,-28
74,56
18,2
-149,65
-10,-35
160,12
-62,-15
-79,73
-38,-86
89,-48
100,62
54,-10
134,40
-5,7
-174,-16
-165,35
-76,-59
-123,87
65,90
-168,68
-74,84
-29,19
-69,6
55,-17
-124,65
-79,-25
-131,-5
90,56
-81,74
125,-35
26,-18
21,24
-90,19
-176,-69
17,-72
97,3
-9,18
-29,-49
-3,-54
103,19
41,66
95,-10
-14,3
164,-73
-180,-47
-157,-17
-163,-36
180,20
36,31
167,67
92,-56
23,10
-98,-88
-79,-87
-120,-85
60,-62
179,59
144,-66
-178,10
-64,8
-72,-7
-93,-66
-144,31
68,14
-71,-53
-118,75
-140,65
57,75
137,-69
149,-7
171,-2
178,-38
161,-77
-148,-33
-136,71
-23,-85
-113,-58
-159,-72
-93,48
-155,41
15,-40
-158,32
46,-57
116,80
45,16
63,-42
-151,-63
-177,-26
165,69
18,56
-57,-29
176,68
-90,47
-167,14
64,-23
-73,18
-151,67
74,-60
34,88
-105,-5
132,-68
-76,-8
134,-4
-6,4
-169,-72
17,46
93,59
-137,57
73,-52
55,-28
-76,-16
15,35
26,58
34,77
-15,15
172,6
85,56
-130,-13
179,-27
46,-31
109,-59
165,39
-134,11
25,-86
146,48
-71,-85
-14,34
-95,-16
-40,33
-43,-63
16,-34
53,-9
66,-69
-41,-37
-107,-67
-110,-42
123,51
142,-18
12,-5
81,47
115,17
61,77
-30,-90
-65,-49
106,2
149,32
81,60
136,71
-136,45
9,39
-150,-55
143,79
-107,-53
-12,87
91,-4
158,-15
-79,49
78,46
-134,3
81,-71
48,48
-71,75
-24,46
-180,56
-71,-40
72,-1
-86,-41
-149,3
-41,-72
143,24
127,34
3,26
-137,42
-78,50
-172,-3
-150,8
-85,-47
-13,-16
66,-84
-119,-37
20,-43
-8,-47
-137,-21
-107,-9
-13,13
-33,81
76,73
-34,-46
-15,65
144,-27
124,-18
63,-56
8,-84
-97,-69
176,-35
-154,85
113,58
90,1
-31,-16
-48,73
-117,4
-86,60
12,-47
-176,-24
131,-45
57,12
116,36
-19,-12
83,78
94,-3
-118,81
169,-70
-95,44
10,-40
-163,62
157,-82
88,-15
-47,-66
2,-24
-149,90
-36,-10
-38,35
-84,54
-96,63
-19,83
-50,-86
-134,73
-82,-90
2,-68
161,-32
67,13
-56,27
-100,-58
79,77
-34,86
14,29
29,-24
180,-30
70,-38
-52,-89
116,-66
146,24
132,-21
174,72
-71,24
-126,-1
132,67
-135,-28
21,73
102,41
-15,-84
-65,84
70,23
-171,83
-114,42
-100,-86
88,28
29,1
-131,-44
-21,-27
145,-74
-173,73
-69,62
81,-29
-43,-31
-21,36
-122,45
10,-28
-21,-63
146,-23
-124,78
-45,-57
-123,78
95,12
-85,89
-87,54
57,-16
-118,-41
66,28
27,56
-95,62
-34,71
145,45
16,-72
-49,66
-115,6
-127,-54
80,24
-98,-12
-126,-16
-36,35
-178,30
-93,-47
89,10
-180,-38
78,-68
-38,-13
157,67
-44,27
123,-88
-65,-69
-58,71
-18,31
-62,-81
-102,75
-159,-33
10,-8
100,-48
4,20
121,59
-98,61
-171,16
-99,30
86,47
77,79
-44,70
-12,74
124,-18
94,3
-132,11
-168,-13
176,1
137,-48
109,64
-142,-51
58,-30
66,-13
-134,-90
3,65
117,30
-117,68
-64,-25
115,60
-9,87
39,-64
-118,29
-105,-30
-70,89
-62,-76
55,-81
-80,2
23,-70
-21,14
150,-34
-175,30
59,75
63,28
-1,-82
19,46
-152,62
-120,78
-164,-80
-127,72
-122,27
-102,53
117,66
40,-33
9,33
-38,-55
102,82
-157,-9
-45,-61
-50,23
-25,66
27,-11
19,76
-15,-60
71,2
-18,-15
93,88
-142,86
-96,-90
-126,83
157,-8
-94,57
-63,46
-55,-85
174,-76
-40,-62
-25,-30
-173,-60
22,62
58,41
95,-3
57,10
-127,-19
-169,-13
49,56
162,68
27,85
-164,-75
77,2
0,80
14,-53
24,34
-66,-20
135,62
119,48
-111,78
-87,81
-25,-20
-83,59
118,-73
52,74
-76,-68
-116,10
51,17
-80,10
35,-2
9,-68
68,77
-14,-19
-14,-56
-21,21
8,-15
25,74
-99,12
-86,90
-157,55
10,1
42,11
26,-29
-33,46
-61,44
-90,-65
47,-68
-94,-64
96,25
137,47
-42,80
-44,90
66,-20
-162,-7
54,-10
138,68
138,-24
120,41
-54,41
-76,-30
40,84
175,-41
-82,30
111,18
162,55
166,-45
-161,69
-154,-75
-100,58
-89,78
-68,-64
-151,84
35,-79
-37,3
-151,-44
-20,-26
-65,-58
81,56
22,-23
-97,13
135,-90
-79,-63
-45,48
138,-81
178,-37
-2,70
-3,74
146,-76
112,14
-50,21
-93,79
-84,-4
-61,77
-32,32
113,62
-100,-79
-5,-24
173,-41
106,-74
-110,-41
134,-7
-11,-8
-5,75
33,10
56,-63
95,-9
-142,68
-126,-78
13,61
127,-69
117,66
-118,-42
180,-2
57,-13
-129,-80
179,65
-94,-72
-44,-66
100,-87
19,40
110,-5
-171,13
-28,-56
66,-72
137,26
-65,48
-94,-46
35,76
-169,1
-81,72
175,-12
-36,-88
-141,-49
61,17
-79,71
-97,-60
69,14
-107,-14
-85,74
-124,-3
52,-86
-19,85
105,-47
62,35
121,-23
130,-45
100,64
-171,-15
163,30
-170,6
-177,-18
-86,74
-116,-88
-62,75
140,-87
164,14
100,20
-18,82
169,-13
93,24
-3,-77
-16,6
161,-16
125,-90
-93,-9
90,-24
-11,-57
77,-18
4,-76
-161,77
-155,-63
166,-6
24,-35
-41,-15
74,7
112,27
-119,-46
32,6
-26,30
-13,62
-160,65
112,73
63,36
156,-17
-8,13
30,-58
41,-48
17,-89
47,38
145,-80
-9,90
42,-38
78,33
138,-70
-107,29
-12,-80
-68,29
79,-33
41,44
-84,52
-12,-24
-67,31
-62,-21
-110,-37
-72,-66
29,-70
30,-24
127,-8
0,-9
144,-48
-39,-18
50,-49
0,-10
-95,-51
134,38
109,-89
-154,-29
106,89
4,-34
63,-59
1,-57
91,1
-110,10
46,46
-142,-6
155,-89
169,70
-24,50
-143,-73
155,-87
48,12
-126,59
166,-37
163,6
-75,68
-29,27
47,40
145,24
-42,-62
138,-36
107,-37
-25,-39
90,-33
-151,12
40,74
50,-61
-148,-33
94,-12
112,79
164,80
-5,44
129,82
-142,-26
-59,9
-137,29
-9,-6
-156,-69
166,79
33,43
134,67
140,-67
98,-38
-25,-30
-108,-6
-80,-2
135,-39
-96,13
-161,80
180,-46
-131,-81
-1,86
-71,50
105,-48
32,78
-3,8
106,21
52,9
-141,-63
53,-44
149,60
45,-63
34,20
-30,-66
33,34
6,12
165,-88
54,88
159,-22
175,-88
-30,-20
175,0
158,-20
-173,-77
-48,-14
83,79
52,0
-46,81
-20,22
153,67
41,-39
-158,0
107,-15
-127,18
177,-70
119,32
-179,24
180,-2
179,24
-132,-83
73,-52
-45,18
167,-26
-8,26
103,80
-103,-12
-58,-51
-151,4
161,56
100,23
149,42
-33,78
-15,71
-34,13
-169,77
-151,-5
87,-58
-136,26
178,-66
-46,-84
103,29
-53,-1
-4,49
-127,-1
-167,-37
-64,-71
-66,-81
-29,-86
-137,11
153,67
57,8
57,-17
152,-72
43,24
5,47
-173,34
15,-26
-119,-54
-127,2
47,32
-129,26
164,7
44,89
100,-90
-64,-89
-144,-28
177,11
146,-84
128,-82
150,23
121,5
-82,-24
-45,-75
148,-6
89,-6
-113,-78
-125,35
34,62
-18,-39
144,88
-146,58
-109,25
-59,6
-107,51
-81,-47
105,82
-58,45
-147,21
143,14
33,82
-136,38
-129,2
-7,-9
-134,23
92,42
101,-51
15,-53
53,54
-34,-56
168,43
-134,-71
-96,-40
-3,18
165,-2
-42,35
36,90
-4,-45
109,-45
-157,-72
18,88
-156,82
47,-40
8,-82
-121,-78
138,59
-56,-66
59,-11
-4,-52
-68,-78
180,68
65,4
-78,18
128,-32
92,-77
51,19
105,83
-83,-59
-14,-47
-17,80
-144,-88
137,-46
50,63
-156,-18
117,5
125,-27
152,-76
-47,-1
65,1
-37,39
-74,-37
22,73
-173,-40
-153,81
-109,62
-124,-5
-169,28
26,-21
22,43
-161,41
-99,47
22,-30
78,51
-74,-17
4,82
-93,15
-141,49
162,50
-17,-47
50,38
129,17
-71,-22
-135,-50
-18,35
-168,26
-149,61
-92,-41
-117,-6
6,-72
-135,54
-144,4
114,-41
-106,-16
18,53
162,-80
21,-45
-41,-87
69,64
83,68
-52,-55
167,-5
2,-11
34,86
-11,32
25,-13
165,46
180,-64
45,34
12,-84
-146,89
-35,35
132,56
-123,-10
-140,22
81,6
-105,16
-3,-4
-136,58
-108,37
118,-17
-51,-44
-79,-67
109,-68
77,34
-137,-1
135,66
122,-49
-20,-85
11,77
95,36
-97,-12
-172,-14
-135,57
-129,-53
76,20
-27,54
178,-47
-108,-14
-48,62
82,-35
-1,48
-137,25
-141,-45
-10,-8
-153,34
-149,6
-23,-2
-123,78
-19,10
-60,-37
83,69
160,-32
174,64
-59,12
-91,11
107,-26
-107,79
46,29
30,34
-58,44
61,-59
-102,53
-120,59
-73,70
-75,-4
-97,69
-180,-32
-69,-79
7,-13
-6,51
-160,-34
68,-81
-139,-88
-159,84
-171,-87
-165,32
-15,-46
59,-78
41,-8
-34,-43
47,62
-91,62
-9,20
153,-19
-134,90
60,87
-119,-13
83,50
-8,-14
68,-5
32,-78
-106,-48
162,-10
-161,-50
99,-45
161,-67
-53,85
-66,-88
58,-23
92,55
164,-67
50,-64
-158,-41
-87,44
-153,34
139,-23
84,-56
-16,67
-34,44
-144,-32
-16,0
-74,42
-55,20
-71,68
126,-58
-104,-4
53,46
137,19
40,6
-160,20
107,82
70,-64
163,-32
-139,-2
82,44
-144,-35
87,-3
133,-3
-138,33
107,8
-122,-36
-60,-18
3,-73
75,41
61,-38
18,71
168,-70
114,-33
-146,-61
-121,-55
-115,60
-99,15
91,24
106,47
-166,-55
-158,0
-151,-26
10,38
9,-49
-66,-50
-88,-8
41,22
-93,-56
1,37
-22,-50
131,19
121,-28
-19,67
-41,6
155,73
41,-27
145,-51
88,-73
51,7
-102,36
65,-9
102,-2
-163,-8
21,25
-103,-72
-40,88
-81,83
-146,74
95,37
-164,79
-36,61
138,-65
116,-37
-16,-15
-107,-61
-67,-4
12,-75
-128,-61
152,-76
-148,-62
-10,-5
44,-54
49,-55
-64,50
123,79
-6,76
69,-8
39,-82
100,-16
63,33
3,-83
-67,48
-142,68
151,4
8,-42
-165,26
25,80
38,-2
109,-10
134,-75
-153,-51
-111,-11
-112,8
-18,84
85,64
-76,3
126,61
-150,28
-7,55
135,33
-106,-51
-156,-61
-67,44
-174,-49
-113,-25
37,74
-68,62
13,18
15,-83
75,19
-107,46
135,-75
-9,84
-136,-81
-148,-58
22,61
-81,8
27,34
117,72
14,-30
-132,66
-81,36
117,-10
-153,23
102,-1
-135,75
77,39
147,-52
39,-1
118,1
64,78
-10,-47
-163,-20
-31,-67
6,-61
64,-21
149,18
108,42
21,45
-26,-29
-148,-1
53,41
-20,-26
-131,35
78,83
84,85
-137,-57
50,-4
88,-87
-131,-12
106,57
54,29
-85,-44
149,-46
-179,87
-68,-67
-115,87
-105,79
-30,52
154,-9
-61,-36
178,45
-63,52
101,63
89,-2
-58,30
109,-86
53,-75
106,-11
43,40
-63,-57
-103,-13
121,61
-137,26
153,29
105,-20
-152,-47
136,22
70,-34
65,62
121,26
177,60
-102,-5
-73,-57
-89,-61
36,80
95,19
-146,44
-109,-81
156,-52
81,-39
142,4
-79,67
-172,-84
-64,-18
-92,-90
-149,35
18,18
90,-28
-168,-29
-78,67
-123,62
64,84
28,73
73,-61
168,-41
153,-25
28,46
-59,-76
102,-69
-100,38
50,-45
-135,23
-76,-1
136,49
83,47
-67,-56
128,40
-72,-7
67,-64
-2,-5
59,-66
57,-49
29,0
63,57
-75,-49
-116,65
-132,-17
32,-30
-37,21
14,-84
38,-9
13,-50
83,-66
126,-62
97,-70
-11,-8
-48,45
14,32
18,-20
42,-48
-138,-36
13,65
73,-37
-51,9
-152,63
-72,-30
-61,17
177,44
-29,53
159,-87
93,85
140,30
31,-61
-125,48
-10,38
157,3
165,-40
-24,49
-10,-15
-76,20
-9,-1
78,-31
-52,-63
-42,79
86,-29
-153,67
-5,73
54,67
-81,-85
46,44
-135,-66
0,78
36,-41
-108,21
106,-10
-146,-29
-16,-83
105,61
-56,-72
-11,59
61,-36
132,35
84,43
-171,-73
-14,-62
50,-19
-126,53
179,86
125,86
-102,61
-169,39
22,-15
35,21
40,-70
-143,-16
-36,-28
-81,15
-93,-68
-115,59
-126,2
154,33
68,-60
-179,-52
-134,87
63,71
-13,-35
-61,75
109,-26
-156,35
-102,28
-36,5
-36,-71
114,85
-7,-32
46,68
-106,73
89,70
-104,30
114,-65
8,16
1,-53
133,-72
17,-42
66,-1
-143,40
-127,45
-69,3
-84,69
-27,-46
-136,49
-10,47
-30,76
-149,66
153,-77
67,-50
-44,-59
-132,-44
14,2
55,70
83,90
-134,59
38,-36
-17,27
-95,-51
-20,76
-66,-8
111,16
-26,74
-121,78
-10,30
-137,13
-14,78
4,-85
37,-19
-142,-16
114,-12
155,-39
29,21
-70,31
75,-88
69,20
-170,59
-40,-56
69,49
104,73
147,-11
-55,74
133,19
-102,-68
132,36
91,-74
99,-78
24,25
-151,48
149,-90
2,26
76,17
-101,-26
-93,10
-138,24
-2,-3
-144,-5
4,0
-87,55
81,19
-68,30
-47,-90
76,-4
144,-5
81,67
-131,-11
108,-87
-95,62
-17,-57
-122,34
137,-30
-12,72
-146,-20
18,-72
-146,45
129,86
-11,9
-2,-12
92,67
43,-16
-173,40
-41,6
24,-89
-75,-69
-14,21
-33,-44
-67,56
39,67
-147,-69
-22,-37
-18,80
-3,39
-86,-13
42,-58
2,76
-83,-20
65,71
-5,0
115,-57
87,60
126,45
-26,-5
-127,81
43,-19
26,26
72,-6
-59,-71
-153,15
81,-86
164,65
92,-12
-95,-11
-5,53
2,-17
-180,-34
67,-43
133,22
49,22
-101,27
-9,-80
21,-26
-135,-46
-94,-71
107,-9
116,-47
-119,-55
-6,79
112,3
0,-14
-132,-7
-38,15
130,-65
-124,-49
-61,-65
-13,63
-125,6
36,22
87,-63
-110,-30
-64,-67
52,-22
-131,90
58,84
144,-6
123,-76
-83,73
-122,-19
143,-80
6,33
-21,-15
-136,87
87,72
71,-65
113,57
119,-61
-80,65
-108,-12
-147,-38
-148,80
105,74
48,10
-41,-37
-16,20
104,-78
-117,60
-99,12
173,87
-117,-67
-5,-36
-108,42
2,10
-157,7
-135,70
-21,-61
32,11
74,60
38,-14
-150,-84
136,54
71,-58
-81,3
97,84
-87,35
-70,6
4,-72
-125,-68
-119,-43
77,82
101,-85
-99,-16
-45,54
130,32
-102,-81
61,-29
50,-81
145,-48
-92,-17
85,37
-23,-55
-51,-88
-10,4
83,9
-142,53
170,57
-178,-86
103,14
-159,-27
83,38
-16,-6
161,-30
-51,4
-49,-46
-171,-51
100,-26
164,-36
155,-45
137,-9
1,-32
-67,68
-85,76
-85,77
37,-32
41,6
-48,-80
89,79
-81,-44
100,-70
22,-63
62,-82
125,3
76,-11
-52,38
-82,90
39,-69
132,-81
146,-21
68,-61
10,-3
-45,16
-155,-86
102,87
77,36
121,-9
-35,-22
104,-24
-20,46
-109,-38
-106,-51
52,-20
-180,-70
170,-6
27,75
-166,71
121,-84
0,-56
171,56
-83,-28
73,-48
68,64
-36,-71
-36,-77
-49,-9
-66,-88
-72,-53
-87,72
155,61
-79,81
-118,64
76,-46
-42,-2
7,-68
-133,51
-175,-2
-180,41
146,-79
134,-39
166,-61
-30,1
-73,-41
161,74
-89,-88
118,-28
90,47
88,-78
-163,6
116,-71
158,-80
-170,0
-105,19
-162,44
-45,-87
-153,-73
146,-41
37,-2
174,-31
59,32
-8,60
-83,52
-89,19
-44,56
-22,-81
-49,-24
-70,-82
58,-35
-99,-76
175,-79
59,-48
-17,-4
-67,88
6,-18
-86,59
-114,35
75,-42
-138,3
82,-87
145,-49
-144,62
-37,-82
180,48
-14,41
166,-59
155,60
-61,51
-149,22
51,-40
-25,-50
-64,-65
58,-90
131,83
18,-38
77,-76
100,27
-119,-80
-176,53
-94,-84
86,32
-40,78
-64,50
23,-55
8,-84
61,34
162,19
72,-16
152,1
21,30
63,-4
-48,39
20,40
155,-5
4,44
-106,-9
-12,76
34,82
144,62
-21,-73
-37,-8
-32,89
119,-7
89,-85
90,57
-114,-25
-27,-72
14,-84
121,-43
-158,24
-153,75
-90,-57
92,70
27,61
60,-63
-175,1
168,74
-145,4
149,-87
53,9
173,12
-19,33
-103,-76
-155,61
-99,30
109,53
-167,-78
-171,-27
-78,-17
163,-44
60,48
-161,17
120,-14
107,-74
174,0
17,-88
-73,64
3,9
-6,-81
37,77
179,55
-113,38
139,54
171,0
94,-66
164,-27
-74,68
117,-83
44,73
164,59
105,-61
-19,31
-79,83
30,-9
43,13
3,-90
100,79
8,60
-74,34
-78,3
174,-73
20,75
-74,-62
-161,48
-146,44
-27,75
174,40
-123,55
-100,15
150,-65
-144,-27
-80,86
27,78
38,-14
-81,68
104,-66
44,-15
-72,-10
-63,2
-69,69
-36,-42
-155,-26
-113,-36
-123,22
63,-4
-72,-42
40,21
-143,51
-43,-1
-46,-2
151,-36
-174,-7
20,52
21,-60
-98,40
-139,-25
-91,52
124,-29
180,-24
45,-82
153,-45
-99,26
119,-38
88,-37
60,-70
76,-76
10,61
-42,-8
155,-5
-171,61
72,71
-17,54
26,36
52,-75
101,-88
105,-54
-70,23
96,-78
121,15
-180,-18
-157,-64
170,75
-8,64
-28,-25
18,87
-50,9
-84,-36
71,11
161,-10
-113,-33
-132,69
41,26
-15,34
57,-47
118,53
51,-22
-163,-1
-166,37
-84,-85
117,-16
111,84
-23,-71
131,76
63,60
75,-75
-73,34
9,54
-144,-80
37,-28
46,30
-86,-3
165,-56
-73,-38
-137,18
-151,13
-46,48
17,-32
2,55
-61,69
93,-20
135,-20
-113,-56
-67,-34
46,38
43,-30
90,80
38,-19
-117,-26
-35,-53
-20,47
-51,-5
105,-48
2,-32
159,-5
-159,33
-137,-89
78,32
105,58
26,66
-162,-1
56,-83
-31,-81
75,50
-14,-15
168,80
40,0
-136,-27
55,-54
-103,59
-79,66
-63,27
-42,77
-8,-27
143,-11
114,-72
156,78
160,-21
-94,-46
142,-90
-77,5
-105,-66
116,65
-176,-23
-124,3
-116,-83
160,-15
22,35
70,-38
147,-30
-135,43
69,30
121,-60
39,-10
-165,65
134,40
22,57
179,67
170,88
108,8
172,-30
72,-59
-75,-78
-121,47
-29,78
-49,-11
-6,40
-9,25
74,36
-30,31
142,-61
129,-14
98,23
-152,-55
-164,79
34,-51
-177,-37
-147,-26
-113,-55
-55,63
-125,32
-147,-76
17,23
-54,-18
112,60
108,44
-15,82
18,88
19,28
-43,72
0,-18
-147,-67
-94,-31
-83,-71
-103,90
76,-71
21,-60
58,-19
83,-38
83,29
-132,61
19,-62
90,-7
83,55
-129,90
-171,7
174,-71
-60,81
-63,-72
16,-49
105,87
4,13
-61,28
62,-38
46,-21
-111,60
-140,24
-151,-53
-161,25
-158,61
8,-25
-106,16
169,9
32,84
102,83
147,-8
-2,12
98,51
-44,60
161,-61
111,84
163,19
-60,20
166,-73
-132,-19
18,-78
-5,3
56,-35
171,37
-40,27
-179,-35
-136,20
-49,14
112,-83
-80,81
71,29
-161,33
-67,-32
13,70
-90,-58
-7,37
-42,17
142,-59
82,18
139,87
35,25
-22,-28
41,-21
108,-81
-49,-28
106,-46
-46,70
161,15
-5,-20
29,83
174,-34
150,15
37,-78
-144,83
95,-10
-93,-81
-42,-22
164,-33
86,-40
137,-28
85,-30
-93,-66
113,85
-143,40
161,-44
49,-50
-86,27
-118,-69
34,-68
95,-75
-45,72
14,7
64,-27
-72,-76
-94,-51
41,-83
18,-88
167,76
-127,-35
61,-48
96,43
137,88
-173,41
-35,43
-63,27
85,75
-84,-67
-138,-52
154,9
-67,-43
66,-41
-133,-17
-172,59
2,-47
53,-26
175,27
-14,45
-9,-32
72,-44
-91,-77
-43,-43
-13,-11
-113,2
-153,90
40,-9
30,-39
-178,-24
-31,-76
163,22
-100,19
-95,38
-119,16
113,-87
-48,-40
-6,31
109,5
-81,46
-145,-71
34,-13
-167,-56
176,-12
-146,-49
-10,34
27,-61
-151,59
-158,56
128,90
151,-24
127,65
-132,27
-33,30
47,-5
10,75
-126,-4
-19,21
147,-82
45,44
53,6
112,38
77,51
174,59
-74,-29
-39,-51
175,45
-47,42
-94,-49
-163,-21
-96,5
-165,-48
-121,-9
-163,25
-11,5
-74,-84
-109,-51
10,19
-21,15
-87,-45
-48,74
-34,-17
-105,90
76,72
-145,31
159,9
-4,-75
-32,45
130,62
124,64
70,-3
160,-40
80,-80
97,-45
11,40
104,-66
-85,22
27,-17
-110,-14
56,18
51,-85
66,-86
25,-28
-84,-86
165,15
-68,65
24,-69
-75,67
111,86
137,42
96,-31
-29,-63
0,19
107,-4
46,34
-18,-30
56,-49
-2,-60
23,-79
115,37
-96,-1
61,28
177,-18
128,67
112,-33
178,-3
163,-36
-89,6
77,81
-26,10
74,11
97,-40
-37,-15
81,90
80,27
146,-66
105,23
-157,-58
162,-23
137,-76
119,51
-48,51
58,44
49,16
-25,-67
-22,62
15,-40
140,75
-166,-22
